NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_TYPE_I_DIABETES_MELLITUS	KEGG_TYPE_I_DIABETES_MELLITUS	Details ...	25	-0.5938656	-1.5752169	0.024128687	0.08427282	0.557	792	tags=44%, list=5%, signal=46%	
KEGG_LEISHMANIA_INFECTION	KEGG_LEISHMANIA_INFECTION	Details ...	54	-0.5045683	-1.5746069	0.0031055901	0.07814038	0.558	806	tags=30%, list=5%, signal=31%	
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	Details ...	27	-0.5773202	-1.5659215	0.036082473	0.079410546	0.588	1518	tags=56%, list=10%, signal=62%	
KEGG_HOMOLOGOUS_RECOMBINATION	KEGG_HOMOLOGOUS_RECOMBINATION	Details ...	27	-0.5650708	-1.5656818	0.019607844	0.07419984	0.588	4779	tags=74%, list=31%, signal=107%	
KEGG_CELL_CYCLE	KEGG_CELL_CYCLE	Details ...	118	-0.44376612	-1.5598094	0.003649635	0.07258503	0.606	3617	tags=48%, list=24%, signal=63%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	Details ...	21	-0.585575	-1.5204521	0.044736844	0.09309851	0.733	247	tags=19%, list=2%, signal=19%	
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	Details ...	72	-0.43534905	-1.4366878	0.020477816	0.16315486	0.907	1845	tags=29%, list=12%, signal=33%	
KEGG_BASE_EXCISION_REPAIR	KEGG_BASE_EXCISION_REPAIR	Details ...	33	-0.5007511	-1.4328076	0.07123288	0.15908994	0.913	3448	tags=55%, list=22%, signal=70%	
KEGG_PROTEIN_EXPORT	KEGG_PROTEIN_EXPORT	Details ...	24	-0.5289063	-1.4304799	0.083102494	0.15395276	0.918	1034	tags=13%, list=7%, signal=13%	
KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS		85	-0.40625548	-1.3790052	0.039711192	0.20493604	0.974	455	tags=19%, list=3%, signal=19%	
KEGG_ONE_CARBON_POOL_BY_FOLATE	KEGG_ONE_CARBON_POOL_BY_FOLATE		15	-0.5463012	-1.3463006	0.13451776	0.23701979	0.987	3337	tags=40%, list=22%, signal=51%	
KEGG_PPAR_SIGNALING_PATHWAY	KEGG_PPAR_SIGNALING_PATHWAY		46	-0.42929876	-1.3359966	0.06647399	0.24019612	0.992	2619	tags=35%, list=17%, signal=42%	
KEGG_OXIDATIVE_PHOSPHORYLATION	KEGG_OXIDATIVE_PHOSPHORYLATION		117	-0.36369088	-1.3027605	0.046332046	0.27943188	0.995	5941	tags=64%, list=39%, signal=104%	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES		15	-0.5186007	-1.2621205	0.16385542	0.3355838	0.999	859	tags=33%, list=6%, signal=35%	
KEGG_PARKINSONS_DISEASE	KEGG_PARKINSONS_DISEASE		113	-0.34491846	-1.2216451	0.08394161	0.40115955	0.999	5371	tags=55%, list=35%, signal=84%	
KEGG_RNA_POLYMERASE	KEGG_RNA_POLYMERASE		28	-0.45154053	-1.202047	0.2195122	0.42756835	0.999	5434	tags=57%, list=35%, signal=88%	
KEGG_OOCYTE_MEIOSIS	KEGG_OOCYTE_MEIOSIS		92	-0.34314787	-1.1866502	0.15328467	0.4478254	0.999	3737	tags=40%, list=24%, signal=53%	
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	KEGG_CYSTEINE_AND_METHIONINE_METABOLISM		26	-0.43388352	-1.1779001	0.23880596	0.4495485	0.999	4182	tags=50%, list=27%, signal=69%	
KEGG_NUCLEOTIDE_EXCISION_REPAIR	KEGG_NUCLEOTIDE_EXCISION_REPAIR		43	-0.38004747	-1.1405022	0.20972644	0.5238492	1.0	4377	tags=49%, list=28%, signal=68%	
KEGG_PYRIMIDINE_METABOLISM	KEGG_PYRIMIDINE_METABOLISM		90	-0.3177485	-1.0946046	0.27636364	0.6291112	1.0	2922	tags=30%, list=19%, signal=37%	
KEGG_PROTEASOME	KEGG_PROTEASOME		41	-0.36842477	-1.0754101	0.3301282	0.6629288	1.0	5504	tags=59%, list=36%, signal=91%	
KEGG_VEGF_SIGNALING_PATHWAY	KEGG_VEGF_SIGNALING_PATHWAY		57	-0.3355648	-1.068132	0.33333334	0.6640831	1.0	1461	tags=16%, list=10%, signal=17%	
KEGG_PURINE_METABOLISM	KEGG_PURINE_METABOLISM		130	-0.29183555	-1.0535146	0.30522087	0.6888463	1.0	2964	tags=32%, list=19%, signal=39%	
KEGG_PROPANOATE_METABOLISM	KEGG_PROPANOATE_METABOLISM		30	-0.3744541	-1.0465883	0.39058173	0.68964654	1.0	2619	tags=27%, list=17%, signal=32%	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES		20	-0.39958096	-1.0240182	0.42782152	0.7375594	1.0	753	tags=25%, list=5%, signal=26%	
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM		60	-0.3142374	-1.003831	0.44794953	0.779522	1.0	2725	tags=30%, list=18%, signal=36%	
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY		56	-0.31724298	-0.99040824	0.47949526	0.80128556	1.0	1461	tags=18%, list=10%, signal=20%	
KEGG_LYSINE_DEGRADATION	KEGG_LYSINE_DEGRADATION		42	-0.32905692	-0.9689623	0.46706587	0.8479335	1.0	2560	tags=26%, list=17%, signal=31%	
KEGG_PYRUVATE_METABOLISM	KEGG_PYRUVATE_METABOLISM		33	-0.33345118	-0.95840645	0.5472779	0.8592832	1.0	3373	tags=33%, list=22%, signal=43%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE		20	-0.37457937	-0.94592357	0.55585104	0.87812024	1.0	707	tags=15%, list=5%, signal=16%	
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM		40	-0.31655112	-0.93941087	0.5631868	0.87711376	1.0	2700	tags=25%, list=18%, signal=30%	
KEGG_RETINOL_METABOLISM	KEGG_RETINOL_METABOLISM		15	-0.38924798	-0.931066	0.573201	0.8819213	1.0	942	tags=20%, list=6%, signal=21%	
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY		80	-0.276199	-0.9300974	0.61433446	0.8650594	1.0	1210	tags=10%, list=8%, signal=11%	
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM		20	-0.34973302	-0.9067843	0.59408605	0.91168255	1.0	1924	tags=30%, list=13%, signal=34%	
KEGG_VIBRIO_CHOLERAE_INFECTION	KEGG_VIBRIO_CHOLERAE_INFECTION		45	-0.30019972	-0.90254945	0.625	0.90256643	1.0	3268	tags=33%, list=21%, signal=42%	
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY		60	-0.2640915	-0.8622775	0.68501526	0.9905571	1.0	1461	tags=13%, list=10%, signal=15%	
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	KEGG_GLYCOLYSIS_GLUCONEOGENESIS		38	-0.29348183	-0.8598968	0.71301776	0.976208	1.0	3398	tags=29%, list=22%, signal=37%	
KEGG_INSULIN_SIGNALING_PATHWAY	KEGG_INSULIN_SIGNALING_PATHWAY		111	-0.23192407	-0.8374856	0.84132844	1.0	1.0	1715	tags=13%, list=11%, signal=14%	
KEGG_GLYCEROLIPID_METABOLISM	KEGG_GLYCEROLIPID_METABOLISM		40	-0.2792837	-0.8374589	0.75454545	0.98859197	1.0	3068	tags=38%, list=20%, signal=47%	
KEGG_N_GLYCAN_BIOSYNTHESIS	KEGG_N_GLYCAN_BIOSYNTHESIS		45	-0.27443755	-0.8348001	0.7631579	0.9751307	1.0	1112	tags=9%, list=7%, signal=10%	
KEGG_NOTCH_SIGNALING_PATHWAY	KEGG_NOTCH_SIGNALING_PATHWAY		41	-0.2728688	-0.8159313	0.7426901	0.9931668	1.0	1762	tags=15%, list=11%, signal=16%	
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS		21	-0.30957392	-0.79172385	0.75443035	1.0	1.0	1564	tags=19%, list=10%, signal=21%	
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS		38	-0.25514618	-0.7488305	0.8861538	1.0	1.0	2126	tags=16%, list=14%, signal=18%	
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER		25	-0.2770136	-0.7451696	0.8604061	1.0	1.0	3163	tags=20%, list=21%, signal=25%	
KEGG_ACUTE_MYELOID_LEUKEMIA	KEGG_ACUTE_MYELOID_LEUKEMIA		51	-0.2231224	-0.6996474	0.95114005	1.0	1.0	3959	tags=27%, list=26%, signal=37%	
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM		28	-0.23983425	-0.669007	0.9293194	1.0	1.0	732	tags=11%, list=5%, signal=11%	
KEGG_CITRATE_CYCLE_TCA_CYCLE	KEGG_CITRATE_CYCLE_TCA_CYCLE		28	-0.2427874	-0.66639036	0.91553134	1.0	1.0	5197	tags=46%, list=34%, signal=70%	
KEGG_STARCH_AND_SUCROSE_METABOLISM	KEGG_STARCH_AND_SUCROSE_METABOLISM		20	-0.2633806	-0.66221535	0.90274316	1.0	1.0	2606	tags=30%, list=17%, signal=36%	
KEGG_RIBOSOME	KEGG_RIBOSOME		84	-0.19139017	-0.64523095	0.9894366	1.0	1.0	7073	tags=60%, list=46%, signal=110%	
KEGG_HISTIDINE_METABOLISM	KEGG_HISTIDINE_METABOLISM		17	-0.25926164	-0.62669903	0.89540815	1.0	1.0	3508	tags=35%, list=23%, signal=46%	
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	KEGG_AMINOACYL_TRNA_BIOSYNTHESIS		41	-0.20454016	-0.59626186	0.9885714	1.0	1.0	3859	tags=27%, list=25%, signal=36%	
KEGG_BASAL_TRANSCRIPTION_FACTORS	KEGG_BASAL_TRANSCRIPTION_FACTORS		31	-0.21061613	-0.5911515	0.98092645	1.0	1.0	5319	tags=35%, list=35%, signal=54%	
KEGG_PENTOSE_PHOSPHATE_PATHWAY	KEGG_PENTOSE_PHOSPHATE_PATHWAY		20	-0.1855203	-0.47677252	0.9974425	1.0	1.0	1489	tags=10%, list=10%, signal=11%	
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS		23	-0.1762712	-0.4564746	0.9816754	0.9972901	1.0	12660	tags=100%, list=82%, signal=568%	
