NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	131	-0.3770001	-1.5214063	0.003215434	0.03872256	0.131	1273	tags=21%, list=8%, signal=22%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	23	-0.5085208	-1.5015063	0.048346058	0.045542672	0.169	1726	tags=52%, list=11%, signal=58%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	137	-0.35962307	-1.4887272	0.006688963	0.0473805	0.187	2280	tags=27%, list=14%, signal=31%	
HALLMARK_APICAL_JUNCTION	HALLMARK_APICAL_JUNCTION	Details ...	156	-0.35699198	-1.4830525	0.011235955	0.046889313	0.195	2766	tags=29%, list=18%, signal=35%	
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	Details ...	58	-0.4098882	-1.4817613	0.011730205	0.04404972	0.195	4902	tags=43%, list=31%, signal=62%	
HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_ESTROGEN_RESPONSE_EARLY	Details ...	161	-0.36123544	-1.4811158	0.013745705	0.041472398	0.196	2145	tags=29%, list=14%, signal=33%	
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	Details ...	199	-0.3380694	-1.462088	0.0	0.047525696	0.231	4432	tags=39%, list=28%, signal=54%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS	Details ...	182	-0.3448389	-1.4557918	0.003717472	0.04700417	0.242	3371	tags=31%, list=21%, signal=39%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	116	-0.35687792	-1.4550673	0.016025642	0.044864	0.244	1487	tags=18%, list=9%, signal=20%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	200	-0.3308013	-1.423621	0.007662835	0.054983746	0.311	4334	tags=38%, list=27%, signal=52%	
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1		200	-0.31941426	-1.3999487	0.003921569	0.063956946	0.361	4780	tags=42%, list=30%, signal=59%	
HALLMARK_UV_RESPONSE_UP	HALLMARK_UV_RESPONSE_UP		137	-0.33669868	-1.3948625	0.016666668	0.063490026	0.374	3435	tags=32%, list=22%, signal=41%	
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY		45	-0.4094564	-1.3924326	0.057692308	0.061776232	0.379	2884	tags=33%, list=18%, signal=41%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM		82	-0.36248055	-1.383759	0.034810126	0.062071525	0.397	1469	tags=20%, list=9%, signal=21%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE		164	-0.32221112	-1.3598778	0.014652015	0.07108292	0.45	2124	tags=22%, list=13%, signal=25%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION		90	-0.35045993	-1.3360382	0.065671645	0.08163162	0.513	1174	tags=21%, list=7%, signal=23%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING		55	-0.36671856	-1.3130599	0.080213904	0.092656165	0.566	1133	tags=18%, list=7%, signal=20%	
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR		145	-0.31350774	-1.2985138	0.05862069	0.09910795	0.598	4011	tags=32%, list=25%, signal=43%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		31	-0.42066008	-1.2982695	0.13227513	0.09580127	0.598	2150	tags=39%, list=14%, signal=45%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT		148	-0.31374273	-1.2952108	0.05	0.09509645	0.607	2180	tags=24%, list=14%, signal=27%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS		138	-0.31008416	-1.2736961	0.036303632	0.106020935	0.657	1849	tags=26%, list=12%, signal=29%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING		28	-0.4158037	-1.2589598	0.1484375	0.11403639	0.7	3720	tags=46%, list=24%, signal=61%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE		199	-0.28913626	-1.2498553	0.03088803	0.11971098	0.731	2407	tags=18%, list=15%, signal=20%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		133	-0.30199668	-1.2303343	0.08766234	0.13472424	0.785	3213	tags=30%, list=20%, signal=37%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT		199	-0.2813614	-1.2216364	0.060606062	0.13996233	0.805	4182	tags=31%, list=27%, signal=41%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING		51	-0.34773263	-1.2044116	0.16384181	0.15491654	0.846	2077	tags=27%, list=13%, signal=32%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING		93	-0.31389034	-1.1977414	0.14527027	0.15750837	0.854	2564	tags=26%, list=16%, signal=31%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM		144	-0.2856647	-1.1423892	0.16607773	0.22301975	0.951	2893	tags=25%, list=18%, signal=30%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING		29	-0.36959478	-1.118299	0.27272728	0.2541241	0.969	1317	tags=28%, list=8%, signal=30%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING		36	-0.326658	-1.0495389	0.36010364	0.38556248	0.998	3101	tags=33%, list=20%, signal=41%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE		111	-0.26528254	-1.0493667	0.32698414	0.3765298	0.998	3120	tags=22%, list=20%, signal=27%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME		86	-0.25199965	-0.97077626	0.49851632	0.5584801	1.0	1839	tags=14%, list=12%, signal=16%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE		91	-0.250134	-0.95271957	0.5493827	0.59364974	1.0	3944	tags=40%, list=25%, signal=52%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE		93	-0.21036519	-0.8279707	0.8459302	0.87203205	1.0	1663	tags=15%, list=11%, signal=17%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION		94	-0.12560235	-0.4836383	1.0	0.999249	1.0	4191	tags=27%, list=27%, signal=36%	
