NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE		25	-0.39619958	-1.177487	0.2542373	0.25853577	1.0	1355	tags=24%, list=11%, signal=27%	
HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_PI3K_AKT_MTOR_SIGNALING		87	-0.2989953	-1.1123484	0.26910827	0.36450234	1.0	3787	tags=40%, list=32%, signal=58%	
HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM		118	-0.27477852	-1.0799563	0.2945508	0.4178394	1.0	2055	tags=25%, list=17%, signal=30%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING		22	-0.37516662	-1.0698678	0.3668942	0.425959	1.0	2905	tags=36%, list=24%, signal=48%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION		190	-0.25450355	-1.0601332	0.3374317	0.43274882	1.0	4211	tags=38%, list=35%, signal=58%	
HALLMARK_ADIPOGENESIS	HALLMARK_ADIPOGENESIS		167	-0.24574228	-0.99893856	0.4455307	0.55925727	1.0	2226	tags=20%, list=19%, signal=25%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY		159	-0.23604916	-0.9564268	0.5477528	0.64583266	1.0	1515	tags=19%, list=13%, signal=21%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE		123	-0.23319705	-0.9189122	0.64336663	0.71616817	1.0	1979	tags=23%, list=16%, signal=27%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING		34	-0.27527788	-0.8496665	0.6993356	0.8551111	1.0	2781	tags=29%, list=23%, signal=38%	
HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM		117	-0.21028219	-0.81777656	0.84402335	0.8942789	1.0	2810	tags=28%, list=23%, signal=36%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING		48	-0.23904826	-0.81272846	0.784	0.87933755	1.0	3681	tags=40%, list=31%, signal=57%	
HALLMARK_PEROXISOME	HALLMARK_PEROXISOME		80	-0.18917999	-0.69742876	0.95341617	0.9889654	1.0	2822	tags=26%, list=23%, signal=34%	
HALLMARK_PROTEIN_SECRETION	HALLMARK_PROTEIN_SECRETION		83	-0.13984284	-0.5200921	1.0	0.9982967	1.0	744	tags=5%, list=6%, signal=5%	
