NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	KEGG_GLYCOLYSIS_GLUCONEOGENESIS		34	-0.46563554	-1.4555364	0.046357617	0.15365192	0.976	3207	tags=53%, list=27%, signal=72%	
KEGG_LYSINE_DEGRADATION	KEGG_LYSINE_DEGRADATION		39	-0.43954876	-1.393246	0.06568144	0.22569302	0.998	1975	tags=23%, list=16%, signal=28%	
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION		38	-0.4259273	-1.365734	0.08985025	0.26031396	0.999	897	tags=21%, list=7%, signal=23%	
KEGG_LONG_TERM_POTENTIATION	KEGG_LONG_TERM_POTENTIATION		47	-0.39999008	-1.3624712	0.08183306	0.25639412	0.999	3151	tags=32%, list=26%, signal=43%	
KEGG_THYROID_CANCER	KEGG_THYROID_CANCER		26	-0.45403862	-1.3502073	0.098305084	0.2676993	0.999	1516	tags=19%, list=13%, signal=22%	
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	KEGG_CYSTEINE_AND_METHIONINE_METABOLISM		24	-0.45768207	-1.331833	0.112847224	0.2898387	1.0	3735	tags=63%, list=31%, signal=91%	
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM		26	-0.4436614	-1.3056918	0.13445379	0.32692692	1.0	3552	tags=46%, list=30%, signal=65%	
KEGG_PATHWAYS_IN_CANCER	KEGG_PATHWAYS_IN_CANCER		224	-0.30545	-1.2909906	0.055944055	0.3438945	1.0	2361	tags=27%, list=20%, signal=33%	
KEGG_PANCREATIC_CANCER	KEGG_PANCREATIC_CANCER		62	-0.361832	-1.2879316	0.121306375	0.33984345	1.0	993	tags=13%, list=8%, signal=14%	
KEGG_PROSTATE_CANCER	KEGG_PROSTATE_CANCER		70	-0.35119992	-1.2582158	0.121069185	0.38930294	1.0	1697	tags=19%, list=14%, signal=22%	
KEGG_GLYCEROLIPID_METABOLISM	KEGG_GLYCEROLIPID_METABOLISM		37	-0.3889136	-1.2524481	0.17017828	0.38998842	1.0	2076	tags=24%, list=17%, signal=29%	
KEGG_MELANOMA	KEGG_MELANOMA		43	-0.3795266	-1.2414235	0.15816326	0.40369165	1.0	1697	tags=21%, list=14%, signal=24%	
KEGG_HEMATOPOIETIC_CELL_LINEAGE	KEGG_HEMATOPOIETIC_CELL_LINEAGE		18	-0.45541888	-1.2146815	0.21769911	0.45059532	1.0	1597	tags=44%, list=13%, signal=51%	
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC		37	-0.38437515	-1.2139736	0.18585527	0.4398994	1.0	2034	tags=27%, list=17%, signal=32%	
KEGG_ACUTE_MYELOID_LEUKEMIA	KEGG_ACUTE_MYELOID_LEUKEMIA		46	-0.3601482	-1.210582	0.1955836	0.43494037	1.0	415	tags=9%, list=3%, signal=9%	
KEGG_GLIOMA	KEGG_GLIOMA		47	-0.35626233	-1.1958348	0.20895523	0.45555913	1.0	1697	tags=19%, list=14%, signal=22%	
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM		38	-0.37364107	-1.1905913	0.21512605	0.45500824	1.0	3508	tags=47%, list=29%, signal=67%	
KEGG_GAP_JUNCTION	KEGG_GAP_JUNCTION		55	-0.34194276	-1.1896975	0.18710692	0.44596106	1.0	1283	tags=20%, list=11%, signal=22%	
KEGG_SELENOAMINO_ACID_METABOLISM	KEGG_SELENOAMINO_ACID_METABOLISM		22	-0.41900098	-1.1857804	0.23760684	0.44391346	1.0	3270	tags=55%, list=27%, signal=75%	
KEGG_WNT_SIGNALING_PATHWAY	KEGG_WNT_SIGNALING_PATHWAY		106	-0.30668736	-1.1754266	0.18803419	0.4551834	1.0	2356	tags=25%, list=20%, signal=31%	
KEGG_HEDGEHOG_SIGNALING_PATHWAY	KEGG_HEDGEHOG_SIGNALING_PATHWAY		25	-0.40032652	-1.1698139	0.26863086	0.4559895	1.0	1341	tags=24%, list=11%, signal=27%	
KEGG_PROTEIN_EXPORT	KEGG_PROTEIN_EXPORT		24	-0.39877567	-1.1626798	0.26110125	0.4619601	1.0	4885	tags=67%, list=41%, signal=112%	
KEGG_PENTOSE_PHOSPHATE_PATHWAY	KEGG_PENTOSE_PHOSPHATE_PATHWAY		20	-0.42272028	-1.1478935	0.2831216	0.48354515	1.0	1676	tags=30%, list=14%, signal=35%	
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS		18	-0.42284298	-1.1424195	0.29100528	0.48468596	1.0	3067	tags=39%, list=26%, signal=52%	
KEGG_NON_SMALL_CELL_LUNG_CANCER	KEGG_NON_SMALL_CELL_LUNG_CANCER		46	-0.3398308	-1.1263899	0.2793651	0.5090484	1.0	993	tags=13%, list=8%, signal=14%	
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS		117	-0.28870913	-1.1139463	0.26686218	0.526173	1.0	3200	tags=26%, list=27%, signal=35%	
KEGG_BASAL_CELL_CARCINOMA	KEGG_BASAL_CELL_CARCINOMA		31	-0.3573239	-1.0947493	0.3261944	0.5598964	1.0	2286	tags=35%, list=19%, signal=44%	
KEGG_CHRONIC_MYELOID_LEUKEMIA	KEGG_CHRONIC_MYELOID_LEUKEMIA		65	-0.30313584	-1.066909	0.34836704	0.6145242	1.0	109	tags=6%, list=1%, signal=6%	
KEGG_PYRUVATE_METABOLISM	KEGG_PYRUVATE_METABOLISM		31	-0.34409103	-1.050048	0.39202657	0.6442209	1.0	2271	tags=32%, list=19%, signal=40%	
KEGG_TRYPTOPHAN_METABOLISM	KEGG_TRYPTOPHAN_METABOLISM		23	-0.36810404	-1.0426799	0.39891696	0.64972514	1.0	2110	tags=26%, list=18%, signal=32%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE		16	-0.3908446	-1.0370255	0.4278169	0.6515604	1.0	1045	tags=13%, list=9%, signal=14%	
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION		53	-0.3039349	-1.0322634	0.411093	0.6513905	1.0	1456	tags=23%, list=12%, signal=26%	
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON		138	-0.25437215	-1.0211955	0.41857144	0.6659832	1.0	3152	tags=31%, list=26%, signal=42%	
KEGG_PRION_DISEASES	KEGG_PRION_DISEASES		21	-0.35780334	-1.0099556	0.43500867	0.6813867	1.0	9	tags=5%, list=0%, signal=5%	
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES		16	-0.3898565	-1.0015218	0.46774194	0.68951565	1.0	852	tags=38%, list=7%, signal=40%	
KEGG_GLUTATHIONE_METABOLISM	KEGG_GLUTATHIONE_METABOLISM		31	-0.32232767	-1.0009785	0.4533107	0.679478	1.0	1804	tags=23%, list=15%, signal=27%	
KEGG_GALACTOSE_METABOLISM	KEGG_GALACTOSE_METABOLISM		18	-0.36042276	-0.9759863	0.4806338	0.728347	1.0	2700	tags=39%, list=22%, signal=50%	
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION		57	-0.27403918	-0.94430584	0.5616	0.7931859	1.0	1397	tags=16%, list=12%, signal=18%	
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS		33	-0.30254564	-0.93763024	0.5394737	0.79660034	1.0	3899	tags=39%, list=32%, signal=58%	
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION		40	-0.29510093	-0.93660927	0.5588235	0.7866299	1.0	2354	tags=25%, list=20%, signal=31%	
KEGG_COLORECTAL_CANCER	KEGG_COLORECTAL_CANCER		58	-0.2632023	-0.9326527	0.58449614	0.78413916	1.0	2850	tags=29%, list=24%, signal=38%	
KEGG_MAPK_SIGNALING_PATHWAY	KEGG_MAPK_SIGNALING_PATHWAY		171	-0.215524	-0.8871904	0.7472973	0.87837976	1.0	1492	tags=12%, list=12%, signal=14%	
KEGG_PPAR_SIGNALING_PATHWAY	KEGG_PPAR_SIGNALING_PATHWAY		36	-0.27680802	-0.8783501	0.6490066	0.88524365	1.0	462	tags=8%, list=4%, signal=9%	
KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION		61	-0.23287272	-0.82945496	0.77742445	0.9816803	1.0	2725	tags=25%, list=23%, signal=32%	
KEGG_HUNTINGTONS_DISEASE	KEGG_HUNTINGTONS_DISEASE		153	-0.20441988	-0.8258881	0.8597734	0.9749919	1.0	3775	tags=33%, list=31%, signal=47%	
KEGG_ENDOMETRIAL_CANCER	KEGG_ENDOMETRIAL_CANCER		45	-0.2522418	-0.8219989	0.75	0.96939063	1.0	405	tags=7%, list=3%, signal=7%	
KEGG_MELANOGENESIS	KEGG_MELANOGENESIS		62	-0.23138012	-0.8174764	0.7794793	0.9644783	1.0	3036	tags=31%, list=25%, signal=41%	
KEGG_VIRAL_MYOCARDITIS	KEGG_VIRAL_MYOCARDITIS		37	-0.260567	-0.81573135	0.7640625	0.9542736	1.0	2370	tags=27%, list=20%, signal=34%	
KEGG_CITRATE_CYCLE_TCA_CYCLE	KEGG_CITRATE_CYCLE_TCA_CYCLE		26	-0.27526346	-0.7986441	0.7764901	0.9736704	1.0	4716	tags=42%, list=39%, signal=70%	
KEGG_DILATED_CARDIOMYOPATHY	KEGG_DILATED_CARDIOMYOPATHY		41	-0.24304621	-0.7911922	0.8	0.9737566	1.0	1597	tags=17%, list=13%, signal=20%	
KEGG_BASAL_TRANSCRIPTION_FACTORS	KEGG_BASAL_TRANSCRIPTION_FACTORS		30	-0.25660154	-0.7715618	0.82421225	0.99280125	1.0	2929	tags=33%, list=24%, signal=44%	
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY		28	-0.25106	-0.7560269	0.83246976	1.0	1.0	3375	tags=32%, list=28%, signal=45%	
KEGG_SPHINGOLIPID_METABOLISM	KEGG_SPHINGOLIPID_METABOLISM		25	-0.25628036	-0.7421358	0.8596803	1.0	1.0	549	tags=12%, list=5%, signal=13%	
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM		16	-0.2795701	-0.72899294	0.8427562	1.0	1.0	4167	tags=63%, list=35%, signal=96%	
KEGG_CHEMOKINE_SIGNALING_PATHWAY	KEGG_CHEMOKINE_SIGNALING_PATHWAY		93	-0.1924499	-0.7214938	0.94871795	1.0	1.0	3151	tags=27%, list=26%, signal=36%	
KEGG_N_GLYCAN_BIOSYNTHESIS	KEGG_N_GLYCAN_BIOSYNTHESIS		41	-0.2223783	-0.7172466	0.903752	1.0	1.0	4329	tags=54%, list=36%, signal=84%	
KEGG_APOPTOSIS	KEGG_APOPTOSIS		62	-0.19708066	-0.69654566	0.9477848	1.0	1.0	3329	tags=29%, list=28%, signal=40%	
KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE		135	-0.17312434	-0.68564326	0.98970586	1.0	1.0	3252	tags=21%, list=27%, signal=29%	
KEGG_INSULIN_SIGNALING_PATHWAY	KEGG_INSULIN_SIGNALING_PATHWAY		103	-0.17304464	-0.6641464	0.9827338	1.0	1.0	3791	tags=35%, list=32%, signal=51%	
KEGG_PARKINSONS_DISEASE	KEGG_PARKINSONS_DISEASE		106	-0.16828278	-0.65677136	0.9925706	1.0	1.0	4139	tags=35%, list=34%, signal=53%	
KEGG_MTOR_SIGNALING_PATHWAY	KEGG_MTOR_SIGNALING_PATHWAY		43	-0.19802353	-0.6507956	0.9289176	0.9971782	1.0	1300	tags=12%, list=11%, signal=13%	
KEGG_LONG_TERM_DEPRESSION	KEGG_LONG_TERM_DEPRESSION		40	-0.20128983	-0.6453958	0.96943974	0.98858833	1.0	3036	tags=25%, list=25%, signal=33%	
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY		34	-0.19851229	-0.6120194	0.97564936	0.99344707	1.0	1208	tags=9%, list=10%, signal=10%	
KEGG_ARGININE_AND_PROLINE_METABOLISM	KEGG_ARGININE_AND_PROLINE_METABOLISM		33	-0.1967838	-0.6096319	0.96308184	0.982999	1.0	2124	tags=21%, list=18%, signal=26%	
KEGG_OLFACTORY_TRANSDUCTION	KEGG_OLFACTORY_TRANSDUCTION		18	-0.18602392	-0.5083578	0.98448277	0.9941321	1.0	2509	tags=22%, list=21%, signal=28%	
